Province,EMIS,Centre Name,Exam Number,Type of Achievement,Subj Code 1,Subj Name 1,Subj Code 2,Subj Name 2,Subj Code 3,Subj Name 3,Subj Code 4,Subj Name 4,Subj Code 5,Subj Name 5,Subj Code 6,Subj Name 6,Subj Code 7,Subj Name 7,Subj Code 8,Subj Name 8
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030004,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030005,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030006,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030007,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030008,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030009,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030011,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030012,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030014,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030015,Admission to Bachelor Degree,GEOG,Geography,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030016,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030018,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030019,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030020,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030021,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030022,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030023,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030024,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030025,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030026,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030027,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030028,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030029,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030030,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030031,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030032,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030033,Admission to Bachelor Degree,BSTD,Business Studies,TRSM,Tourism,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030034,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030035,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030036,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030037,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030038,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030039,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030040,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030041,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030042,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030043,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030044,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030045,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030046,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030047,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030048,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030049,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030050,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030051,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030052,Admission to Bachelor Degree,TRSM,Tourism,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030053,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030054,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030055,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030056,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030057,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030058,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030059,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030060,Admission to Bachelor Degree,GEOG,Geography,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030061,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030062,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030063,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030064,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030065,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030066,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030067,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030068,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030069,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030070,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030071,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030072,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030073,Admission to Bachelor Degree,TRSM,Tourism,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030074,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030075,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030076,Admission to Bachelor Degree,AFRFA,Afrikaans First Additiona,LIFE,Life Orientation,GEOG,Geography,LFSC,Life Sciences,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030077,Admission to Bachelor Degree,LIFE,Life Orientation,BSTD,Business Studies,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030078,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030079,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030080,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030081,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030082,Admission to Bachelor Degree,TRSM,Tourism,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030083,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030084,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030085,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030086,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030087,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030088,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030089,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030090,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030091,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030092,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030093,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030094,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030095,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030096,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030097,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030098,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030100,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030101,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030102,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030103,Admission to Bachelor Degree,ACCN,Accounting,BSTD,Business Studies,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030105,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030106,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030107,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030108,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030109,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030110,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030111,Admission to Bachelor Degree,LFSC,Life Sciences,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030112,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030113,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111003,ACADAMY FOR CHRISTIAN EDUCATION,9251110030114,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170001,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170004,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170005,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170006,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170007,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170008,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170009,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170010,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170011,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170012,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170014,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170015,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170016,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170017,Admission to Bachelor Degree,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170018,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170019,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170020,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170021,Admission to Diploma,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170022,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170023,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170024,Admission to Higher Certificate,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170025,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170029,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170030,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170031,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170032,Admission to Diploma,SETHL,Setswana Home Language,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170033,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170034,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170035,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170037,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170038,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170041,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170042,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170043,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170044,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170046,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170047,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170049,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170050,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170051,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170052,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170053,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170055,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170056,Admission to Bachelor Degree,SETHL,Setswana Home Language,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170058,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170059,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170060,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170061,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170062,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170063,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170065,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170066,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170067,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170068,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170069,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170070,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170071,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170072,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170073,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170074,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170075,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170076,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170077,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170078,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170079,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170080,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170081,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170082,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170083,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170084,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170085,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170086,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170087,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170088,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170089,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170090,Admission to Bachelor Degree,MLIT,Mathematical Literacy,LIFE,Life Orientation,BSTD,Business Studies,ECON,Economics,TRSM,Tourism,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170092,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170093,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170094,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170095,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170096,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170097,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170098,Admission to Bachelor Degree,SETHL,Setswana Home Language,MATH,Mathematics,LIFE,Life Orientation,GEOG,Geography,LFSC,Life Sciences,,,,,,
